,asd_desc,agg_level_desc,year,crop,info,class_desc,domain_desc,unit_desc,commodity_desc,value
172,,STATE,1990,HOPS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,HOPS,2700
175,,STATE,1990,LENTILS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,LENTILS,40000
182,,STATE,1990,OATS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,OATS,30000
194,,STATE,1990,"PEAS, AUSTRIAN WINTER ",ACRES HARVESTED,AUSTRIAN WINTER,TOTAL,ACRES,PEAS,11000
197,,STATE,1990,"PEAS, DRY EDIBLE ",ACRES HARVESTED,DRY EDIBLE,TOTAL,ACRES,PEAS,55000
204,,STATE,1990,SUGARBEETS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,SUGARBEETS,186000
214,,STATE,1990,WHEAT ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,NA
230,,STATE,1990,"WHEAT, IRRIGATED ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,691000
245,,STATE,1990,"WHEAT, NON-IRRIGATED ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,679000
260,,STATE,1990,"WHEAT, NON-IRRIGATED, CONTINUOUS CROP ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,238000
275,,STATE,1990,"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,441000
290,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM) ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,450000
306,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,346000
321,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,104000
336,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,59000
350,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,45000
363,,STATE,1990,"WHEAT, WINTER ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,920000
378,,STATE,1990,"WHEAT, WINTER, IRRIGATED ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,345000
391,,STATE,1990,"WHEAT, WINTER, NON-IRRIGATED ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,575000
405,,STATE,1990,"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,179000
418,,STATE,1990,"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,396000
437,,STATE,1990,POTATOES ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,POTATOES,403000
444,,STATE,1990,"POTATOES, FALL ",ACRES HARVESTED,FALL,TOTAL,ACRES,POTATOES,403000
6,,STATE,1990,BARLEY ,"PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,BARLEY,2.62
120,,STATE,1990,"CORN, GRAIN ","PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,CORN,2.7
183,,STATE,1990,OATS ,"PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,OATS,1.47
215,,STATE,1990,WHEAT ,"PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,WHEAT,2.53
291,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM) ","PRICE RECEIVED, MEASURED IN $ / BU","SPRING, (EXCL DURUM)",TOTAL,$ / BU,WHEAT,2.51
364,,STATE,1990,"WHEAT, WINTER ","PRICE RECEIVED, MEASURED IN $ / BU",WINTER,TOTAL,$ / BU,WHEAT,2.54
77,,STATE,1990,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY EDIBLE, (EXCL CHICKPEAS)",TOTAL,$ / CWT,BEANS,17.6
176,,STATE,1990,LENTILS ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,LENTILS,23.2
195,,STATE,1990,"PEAS, AUSTRIAN WINTER ","PRICE RECEIVED, MEASURED IN $ / CWT",AUSTRIAN WINTER,TOTAL,$ / CWT,PEAS,14.7
198,,STATE,1990,"PEAS, DRY EDIBLE ","PRICE RECEIVED, MEASURED IN $ / CWT",DRY EDIBLE,TOTAL,$ / CWT,PEAS,12.1
200,,STATE,1990,"PEAS, WRINKLED SEED ","PRICE RECEIVED, MEASURED IN $ / CWT",WRINKLED SEED,TOTAL,$ / CWT,PEAS,14.5
438,,STATE,1990,POTATOES ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,POTATOES,5
445,,STATE,1990,"POTATOES, FALL ","PRICE RECEIVED, MEASURED IN $ / CWT",FALL,TOTAL,$ / CWT,POTATOES,5
173,,STATE,1990,HOPS ,"PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,HOPS,1.5
429,,STATE,1990,APPLES ,"PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,APPLES,0.135
430,,STATE,1990,"APPLES, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,APPLES,0.216
136,,STATE,1990,"HAY, (EXCL ALFALFA) ","PRICE RECEIVED, MEASURED IN $ / TON",(EXCL ALFALFA),TOTAL,$ / TON,HAY,68.5
143,,STATE,1990,"HAY, ALFALFA ","PRICE RECEIVED, MEASURED IN $ / TON",ALFALFA,TOTAL,$ / TON,HAY,84
170,,STATE,1990,HAY ,"PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,HAY,83
205,,STATE,1990,SUGARBEETS ,"PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,SUGARBEETS,41.7
431,,STATE,1990,"APPLES, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,APPLES,104
432,,STATE,1990,"CHERRIES, SWEET ","PRICE RECEIVED, MEASURED IN $ / TON",SWEET,TOTAL,$ / TON,CHERRIES,1080
11,,STATE,1990,BARLEY ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,72
26,,STATE,1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,89.9
41,,STATE,1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,46.8
56,,STATE,1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,46.8
71,,STATE,1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,46.8
124,,STATE,1990,"CORN, GRAIN ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,CORN,130
188,,STATE,1990,OATS ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,OATS,66
220,,STATE,1990,WHEAT ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,72.7
235,,STATE,1990,"WHEAT, IRRIGATED ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,89.6
250,,STATE,1990,"WHEAT, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,55.5
265,,STATE,1990,"WHEAT, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,55.9
280,,STATE,1990,"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,55.3
296,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM) ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,68
311,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,80.9
326,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,25
341,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,30.2
354,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,18.2
369,,STATE,1990,"WHEAT, WINTER ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,75
382,,STATE,1990,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,98.2
396,,STATE,1990,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,61.1
409,,STATE,1990,"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,64.4
423,,STATE,1990,"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,59.6
16,,STATE,1990,BARLEY ,"YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,71.1
31,,STATE,1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,89.1
46,,STATE,1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,46
61,,STATE,1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,45.9
76,,STATE,1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,46.1
193,,STATE,1990,OATS ,"YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,OATS,33
225,,STATE,1990,WHEAT ,"YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,70.5
240,,STATE,1990,"WHEAT, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,88.6
255,,STATE,1990,"WHEAT, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,52.9
270,,STATE,1990,"WHEAT, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,53.5
285,,STATE,1990,"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,52.5
301,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM) ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,66.5
316,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,80
331,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,23.6
346,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,28.8
358,,STATE,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,17
374,,STATE,1990,"WHEAT, WINTER ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,72.5
386,,STATE,1990,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,97.3
401,,STATE,1990,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,58.2
413,,STATE,1990,"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,61.7
428,,STATE,1990,"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,56.6
443,,STATE,1990,POTATOES ,"YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,POTATOES,295
446,,STATE,1990,"POTATOES, FALL ","YIELD, MEASURED IN CWT / ACRE",FALL,TOTAL,CWT / ACRE,POTATOES,295
79,,STATE,1990,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, DARK, RED, KIDNEY",TOTAL,LB / ACRE,BEANS,1710
81,,STATE,1990,"BEANS, DRY EDIBLE, GREAT NORTHERN ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, GREAT NORTHERN",TOTAL,LB / ACRE,BEANS,2090
91,,STATE,1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS",TOTAL,LB / ACRE,BEANS,2000
101,,STATE,1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS",TOTAL,LB / ACRE,BEANS,2000
103,,STATE,1990,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, LIGHT, RED, KIDNEY",TOTAL,LB / ACRE,BEANS,1170
105,,STATE,1990,"BEANS, DRY EDIBLE, NAVY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, NAVY",TOTAL,LB / ACRE,BEANS,1900
107,,STATE,1990,"BEANS, DRY EDIBLE, OTHER ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, OTHER",TOTAL,LB / ACRE,BEANS,1300
109,,STATE,1990,"BEANS, DRY EDIBLE, PINK ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINK",TOTAL,LB / ACRE,BEANS,2060
111,,STATE,1990,"BEANS, DRY EDIBLE, PINTO ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINTO",TOTAL,LB / ACRE,BEANS,1990
113,,STATE,1990,"BEANS, DRY EDIBLE, SMALL, RED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, RED",TOTAL,LB / ACRE,BEANS,2090
115,,STATE,1990,"BEANS, DRY EDIBLE, SMALL, WHITE ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, WHITE",TOTAL,LB / ACRE,BEANS,2090
174,,STATE,1990,HOPS ,"YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,HOPS,1500
177,,STATE,1990,LENTILS ,"YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,LENTILS,700
196,,STATE,1990,"PEAS, AUSTRIAN WINTER ","YIELD, MEASURED IN LB / ACRE",AUSTRIAN WINTER,TOTAL,LB / ACRE,PEAS,1100
199,,STATE,1990,"PEAS, DRY EDIBLE ","YIELD, MEASURED IN LB / ACRE",DRY EDIBLE,TOTAL,LB / ACRE,PEAS,1400
134,,STATE,1990,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,CORN,23
137,,STATE,1990,"HAY, (EXCL ALFALFA) ","YIELD, MEASURED IN TONS / ACRE",(EXCL ALFALFA),TOTAL,TONS / ACRE,HAY,2
148,,STATE,1990,"HAY, ALFALFA ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,3.9
158,,STATE,1990,"HAY, ALFALFA, IRRIGATED ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,4.54
168,,STATE,1990,"HAY, ALFALFA, NON-IRRIGATED ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,1.55
171,,STATE,1990,HAY ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,HAY,3.61
209,,STATE,1990,SUGARBEETS ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,SUGARBEETS,26
